game,developer,pub_date,publisher,score,user_review_score,dsct_1st_month_20_pct_plus,dsct_2nd_month_20_pct_plus,dsct_3rd_month_20_pct_plus,dsct_4th_month_20_pct_plus,genre_2d,genre_3d,genre_action,genre_adventure,genre_arcade,genre_basketball,genre_beatemup,genre_compilation,genre_drivingracing,genre_fighting,genre_firstperson,genre_fixedscreen,genre_flight,genre_freetoplay,genre_gambling,genre_golf,genre_hiddenobject,genre_management,genre_miscellaneous,genre_mmo,genre_moba,genre_musicrhythm,genre_onrails,genre_openworld,genre_partyminigame,genre_pinball,genre_platformer,genre_puzzle,genre_realtime,genre_roguelike,genre_roleplaying,genre_shootemup,genre_shooter,genre_simulation,genre_skateboardingskating,genre_soccer,genre_sports,genre_strategy,genre_survival,genre_tactical,genre_teambased,genre_textbased,genre_thirdperson,genre_turnbased,genre_wrestling
Fez,[u'Polytron Corp.'],2012-04-13,"[u'Trapdoor', u'Polytron Corp.']",8.0,7.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Exam,[u'Mighty Rocket Studio'],2013-11-05,"[u'Focus Home Interactive', u'Zoo Corporation']",5.0,7.4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireburst,[u'exDream'],2012-04-25,"[u'indiePub', u'Black Inc.', u'BigBen Interactive']",5.0,6.1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firefall,[u'Red 5 Studios'],2014-07-29,"[u'Webzen', u'Garena', u'Red 5 Studios']",5.0,6.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Fist Puncher,"[u'Team2Bit', u'Jacob Lewandowski']",2013-06-21,"[u'Adult Swim', u'Team2Bit', u'Jacob Lewandowski']",75.0,6.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's,"[u'Scott Cawthon', u'animdude']",2014-08-08,"[u'Scott Cawthon', u'animdude']",8.0,7.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Football Manager 2015,[u'Sports Interactive'],2014-11-07,[u'Sega'],8.0,8.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Foul Play,[u'Mediatonic'],2013-09-18,"[u'Mediatonic', u'Devolver Digital', u'Mastertronic']",6.0,5.9,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Bore,[u'Whole Hog Games'],2014-12-31,"[u'Whole Hog Games', u'Nkidu Games Inc.']",7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRID,"[u'Firebrand Games', u'Codemasters']",2008-06-03,"[u'Codemasters', u'Feral Interactive']",8.0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GRID 2,[u'Codemasters'],2013-05-27,"[u'Feral Interactive', u'Codemasters']",85.0,7.2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Galactic Civilizations III,[u'Stardock'],2015-05-14,[u'Stardock'],8.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Game of Thrones,[u'Cyanide Studios'],2012-05-15,"[u'Focus Home Interactive', u'ATLUS']",7.0,6.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game of Thrones: A Telltale Games Series,[u'Telltale Games'],2014-12-02,[u'Telltale Games'],8.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangsters,[u'Hothouse Creations'],1998-11-30,"[u'Sold Out Software', u'Eidos Interactive']",55.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Geometry Wars 3: Dimensions,[u'Lucid Games'],2014-11-25,"[u'VU Games', u'Sierra Games']",8.0,7.7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gettysburg: Armored Warfare,[u'Paradox Interactive'],2012-03-27,[u'Paradox Interactive'],3.0,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giana Sisters: Twisted Dreams,[u'Black Forest Games'],2012-10-22,"[u'Black Forest Games', u'Koch Media', u'Soedesco', u'bitComposer Games', u'Zoo Corporation', u'Flyhigh Works']",8.0,7.7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomo,[u'Fishcow Studio'],2014-12-31,"[u'Daedalic Entertainment', u'Fishcow Studio']",5.0,6.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Home,[u'The Fullbright Company'],2013-08-15,"[u'Headup Games', u'The Fullbright Company', u'Merge Games', u'Midnight City']",95.0,6.3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotham City Impostors,[u'Monolith Productions'],2012-02-06,[u'Warner Bros. Interactive Entertainment'],75.0,7.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Grand Theft Auto,"[u'Digital Eclipse', u'Tarantula Studios', u'DMA Design']",1998-02-28,"[u'Rockstar Games', u'Sold Out Software', u'M3', u'Take-Two Interactive', u'ASC Games', u'BMG Interactive Entertainment', u'Syscom', u'GungHo']",64.0,7.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Auto V,[u'Rockstar North'],2013-09-17,[u'Rockstar Games'],9.0,9.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gravity Ghost,[u'Ivy Games LLC'],2015-01-26,[u'Ivy Games LLC'],8.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grow Home,[u'Ubisoft Reflections'],2015-02-04,[u'Ubisoft'],8.0,8.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of Middle-Earth,[u'Monolith Productions'],2012-12-04,[u'Warner Bros. Interactive Entertainment'],7.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guild Wars 2,[u'ArenaNet'],2012-08-28,[u'NCSOFT'],9.0,8.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun,"[u'Neversoft Entertainment', u'Beenox', u'Rebellion']",2005-11-08,[u'Activision'],74.0,8.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guncraft,[u'Exato Game Studios'],2013-07-11,"[u'Exato Game Studios', u'GameMill Entertainment']",75.0,5.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunpoint,"[u'Suspicious Developments', u'Tom Francis']",2013-06-03,"[u'Suspicious Developments', u'Tom Francis']",75.0,7.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Minute Hero: The Second Coming,"[u'Opus', u'Marvelous']",2014-04-04,"[u'Marvelous AQL', u'Marvelous']",8.0,7.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halo: Spartan Strike,"[u'343 Industries', u'Vanguard Games']",2015-04-16,"[u'Microsoft Corporation', u'Microsoft Game Studios']",7.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Wars,[u'Toylogic Inc.'],2012-10-12,[u'Microsoft Game Studios'],5.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardline,[u'Cryo Interactive'],1996-11-30,[u'Virgin Interactive'],44.0,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatoful Boyfriend,[u'Hato Moa'],2012-02-15,"[u'Devolver Digital', u'MIST[PSI]PRESS']",7.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Absolution,"[u'Io Interactive', u'Nixxes Software']",2012-11-19,[u'Square Enix'],75.0,8.1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoodwink,[u'E-One Studio'],2012-06-28,[u'E-One Studio'],3.0,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotline Miami 2: Wrong Number,[u'Dennaton'],2015-03-10,[u'Devolver Digital'],9.0,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Survive,[u'EKO Software'],2013-10-23,"[u'505 Games', u'Spike Chunsoft']",7.0,7.1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Huntsman: The Orphanage,[u'ShadowShifters'],2013-09-13,[u'ShadowShifters'],6.0,3.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Alive,[u'Ubisoft Shanghai'],2012-03-07,[u'Ubisoft'],8.0,7.4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impire,[u'Cyanide'],2013-02-13,[u'Paradox Interactive'],45.0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Infested Planet,[u'Rocket Bear Games'],2014-03-06,[u'Rocket Bear Games'],8.0,8.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Infinite Crisis,[u'Turbine Inc.'],2014-12-31,[u'Warner Bros. Interactive Entertainment'],6.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Inside My Radio,[u'Seaven Studio'],2015-05-11,[u'Iceberg Interactive'],7.0,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intake,[u'Cipher Prime Studios'],2013-11-05,[u'Cipher Prime Studios'],8.0,6.3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Iron Front: Liberation 1944,[u'X1 Software'],2012-05-25,[u'Deep Silver'],2.0,5.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Irritum,[u'IndieIrritum'],2013-09-08,[u'IndieIrritum'],4.0,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUJU,[u'Flying Wild Hog'],2014-12-09,"[u'Flying Wild Hog', u'Nordic Games Publishing']",6.0,9.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JumpJet Rex,[u'TreeFortress Games'],2015-01-14,[u'TreeFortress Games'],5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KickBeat,[u'Zen Studios'],2013-09-03,[u'Zen Studios'],7.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killer Is Dead,[u'Grasshopper Manufacture'],2013-08-27,"[u'Deep Silver', u'Xseed Games', u'Kadokawa Shoten']",5.0,7.1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's Bounty: Dark Side,[u'1C-Softclub'],2014-05-16,"[u'1C', u'Excalibur Publishing Limited']",8.0,8.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kingdoms of Amalur: Reckoning,[u'Big Huge Games'],2012-02-07,"[u'Electronic Arts', u'38 Studios', u'Spike Chunsoft']",75.0,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knock-knock,[u'Ice-pick Lodge'],2013-10-04,[u'Ice-pick Lodge'],4.0,6.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krater,[u'Fatshark AB'],2012-06-12,"[u'Fatshark AB', u'Lace Mamba Global']",5.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraven Manor,[u'Demon Wagon Studios'],2013-05-16,[u'Demon Wagon Studios'],6.0,7.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO The Hobbit,"[u'TT Games', u'Feral Interactive']",2014-04-08,"[u'Warner Bros. Interactive Entertainment', u'Feral Interactive']",5.0,8.1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO The Lord of the Rings,"[u'TT Games', u'Feral Interactive']",2012-10-30,[u'Warner Bros. Interactive Entertainment'],85.0,8.2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Word,[u'Twelve Tiles'],2015-05-08,[u'Degica'],7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend of Dungeon,[u'Robot Loves Kitty'],2013-09-13,[u'Robot Loves Kitty'],6.0,5.6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend of Grimrock,[u'Almost Human'],2012-04-11,[u'Almost Human'],8.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend of Grimrock II,[u'Almost Human'],2014-10-15,[u'Almost Human'],9.0,8.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legends of Pegasus,[u'Kalypso'],2012-08-10,[u'Kalypso'],4.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leviathan: Warships,[u'Pieces Interactive'],2013-04-28,[u'Paradox Interactive'],65.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lichdom: Battlemage,[u'Xaviant Games'],2014-08-25,[u'Xaviant Games'],6.0,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Inferno,[u'Tomorrow Corporation'],2012-11-18,"[u'Tomorrow Corporation', u'Experimental Gameplay', u'Nintendo']",7.0,7.3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loadout,[u'Edge of Reality'],2014-01-31,[u'Edge of Reality'],7.0,6.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LocoCycle,[u'Twisted Pixel Games'],2013-11-22,[u'Microsoft Game Studios'],6.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,[u'superflat games'],2012-04-23,"[u'superflat games', u'Curve Studios']",85.0,7.3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Orbit,[u'PixelNAUTS'],2015-05-12,[u'PixelNAUTS'],7.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Planet 3,[u'Spark Unlimited'],2013-08-27,[u'Capcom'],5.0,6.5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Lucius,[u'Shiver Games'],2012-10-26,[u'Lace Mamba Global'],65.0,6.5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxuria Superbia,[u'Tale of Tales'],2013-11-05,[u'Tale of Tales'],5.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIND: Path to Thalamus,[u'Carlos Coronado'],2014-08-05,"[u'Surprise Attack', u'Carlos Coronado']",7.0,7.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Magicka: Wizard Wars,[u'Paradox North'],2015-12-31,[u'Paradox Interactive'],6.0,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
