game,developer,pub_date,publisher,score,user_review_score,dsct_1st_month_20_pct_plus,dsct_2nd_month_20_pct_plus,dsct_3rd_month_20_pct_plus,dsct_4th_month_20_pct_plus,genre_2d,genre_3d,genre_action,genre_adventure,genre_arcade,genre_basketball,genre_beatemup,genre_compilation,genre_drivingracing,genre_fighting,genre_firstperson,genre_fixedscreen,genre_flight,genre_freetoplay,genre_gambling,genre_golf,genre_hiddenobject,genre_management,genre_miscellaneous,genre_mmo,genre_moba,genre_musicrhythm,genre_onrails,genre_openworld,genre_partyminigame,genre_pinball,genre_platformer,genre_puzzle,genre_realtime,genre_roguelike,genre_roleplaying,genre_shootemup,genre_shooter,genre_simulation,genre_skateboardingskating,genre_soccer,genre_sports,genre_strategy,genre_survival,genre_tactical,genre_teambased,genre_textbased,genre_thirdperson,genre_turnbased,genre_wrestling
Risk of Rain,[u'Chucklefish'],2013-11-08,[u'Chucklefish'],8.0,8.1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Not Taken,[u'Spry Fox'],2014-08-05,[u'Spry Fox'],7.0,6.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogue Legacy,[u'Cellar Door Games'],2013-06-27,[u'Cellar Door Games'],8.0,8.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollers of the Realm,[u'Phantom Compass'],2014-11-18,"[u'ATLUS', u'Arc System Works']",4.0,8.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryse: Son of Rome,[u'Crytek'],2013-11-22,"[u'Deep Silver', u'Crytek', u'Microsoft Game Studios']",4.0,6.9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACECOM,[u'FLOW COMBINE'],2014-09-17,[u'11 bit studios'],5.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sacred 3,[u'Deep Silver'],2014-07-31,"[u'Deep Silver', u'Spike Chunsoft']",4.0,3.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saints Row IV,"[u'Volition Inc.', u'Deep Silver']",2013-08-20,"[u'Deep Silver', u'E-Frontier', u'Spike Chunsoft']",75.0,7.6,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samurai Gunn,[u'Beau Blyth'],2015-12-31,[u'Maxistentialism'],8.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanctum 2,[u'Coffee Stain Studios'],2013-05-15,"[u'Coffee Stain Studios', u'5pb', u'Reverb']",8.0,6.7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Scarygirl,[u'TikGames'],2012-01-18,[u'Square Enix'],6.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scourge: Outbreak,[u'Tragnarion Studios'],2013-07-03,"[u'TransGaming Inc.', u'BITBOX S.L.', u'UFO Interactive']",2.0,4.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Scribblenauts Unlimited,[u'5TH Cell'],2012-11-13,[u'Warner Bros. Interactive Entertainment'],7.0,7.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scribblenauts Unmasked: A DC Comics Adventure,[u'5TH Cell'],2013-09-24,[u'Warner Bros. Interactive Entertainment'],5.0,6.6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shad'O,[u'Okugi Studio'],2012-09-04,[u'Okugi Studio'],7.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shadow Warrior,[u'Flying Wild Hog'],2013-09-26,"[u'Devolver Digital', u'Mastertronic', u'Majesco Games']",7.0,7.7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shadowrun Returns,[u'Harebrained Schemes LLC'],2013-07-25,[u'Harebrained Schemes LLC'],7.0,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadows: Heretic Kingdoms,[u'Games Farm'],2014-06-13,"[u'bitComposer Games', u'bitComposer Entertainment AG']",7.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shank 2,[u'Klei Entertainment'],2012-02-07,[u'Electronic Arts'],6.0,7.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelter 2,[u'Might and Delight'],2015-03-09,[u'Might and Delight'],6.0,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: Crimes & Punishments,[u'Frogwares'],2014-09-29,[u'Focus Home Interactive'],8.0,7.9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot Many Robots,[u'Demiurge Studios'],2012-03-13,[u'Ubisoft'],75.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShootMania Storm,[u'Nadeo'],2013-04-10,[u'Ubisoft'],75.0,6.2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Shovel Knight,[u'Yacht Club Games'],2015-12-31,[u'Yacht Club Games'],7.0,8.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SiN,[u'Ritual Entertainment'],1998-10-31,[u'Activision'],77.0,7.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sid Meier's Civilization: Beyond Earth,"[u'Aspyr', u'Firaxis Games']",2014-10-24,"[u'Aspyr', u'Take-Two Interactive', u'2K Games']",7.0,6.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SimCity,[u'Maxis'],2013-03-05,[u'Electronic Arts'],5.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sine Mora,"[u'Digital Reality', u'Grasshopper Manufacture']",2012-03-21,"[u'Digital Reality', u'Kalypso', u'Microsoft Game Studios']",85.0,7.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sins of a Solar Empire: Rebellion,[u'Ironclad Games'],2012-06-12,"[u'Kalypso', u'Stardock']",85.0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Skullgirls,"[u'Lab Zero Games', u'Reverge Labs']",2012-04-10,"[u'M2', u'Marvelous AQL', u'Autumn Games', u'CyberFront']",8.0,7.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skulls of the Shogun,[u'17 Bit'],2013-01-30,"[u'17 Bit', u'Microsoft Game Studios']",75.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sleeping Dogs,[u'United Front Games'],2012-08-13,[u'Square Enix'],8.0,8.2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot,[u'Retro Affect'],2012-08-30,[u'Retro Affect'],75.0,6.6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper Elite,[u'Rebellion'],2005-10-18,"[u'Rebellion', u'Namco', u'MC2 Entertainment', u'Ubisoft', u'BigBen Interactive', u'Reef Entertainment']",74.0,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sniper Elite V2,[u'Rebellion'],2012-04-30,"[u'505 Games', u'Rebellion', u'E-Frontier', u'Mastertronic', u'Ubisoft']",6.0,7.4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sniper Elite: Nazi Zombie Army,[u'Rebellion'],2013-02-28,"[u'Rebellion', u'Mastertronic']",6.0,6.6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Sniper: Ghost Warrior 2,[u'City Interactive'],2013-03-11,"[u'City Interactive', u'CyberFront']",7.0,6.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Solstice Arena,[u'Zynga'],2013-05-23,[u'Zynga'],8.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Park,"[u'Iguana Entertainment', u'Appaloosa Interactive']",1998-12-12,[u'Acclaim'],41.0,5.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
South Park: The Stick of Truth,[u'Obsidian Entertainment'],2014-03-04,[u'Ubisoft'],7.0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Run,[u'Passtech Games'],2014-06-13,[u'Focus Home Interactive'],8.0,7.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spec Ops: The Line,[u'Yager'],2012-06-25,[u'2K Games'],65.0,7.8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Spelunky,"[u'Derek Yu', u'Mossmouth']",2012-07-04,"[u'Mossmouth', u'Microsoft Game Studios']",9.0,7.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sportsfriends,[u'Die Gute Fabrik'],2014-05-06,[u'Die Gute Fabrik'],8.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek The Video Game,[u'Digital Extremes'],2013-04-23,[u'Namco Bandai Games'],35.0,5.2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarDrive 2,[u'Zero Sum Games'],2015-04-09,[u'Iceberg Interactive'],6.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starcraft,"[u'Blizzard Entertainment', u'Saffire']",1998-04-01,[u'Blizzard Entertainment'],91.0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Starcraft II: Heart of the Swarm,[u'Blizzard Entertainment'],2013-03-12,"[u'Activision Blizzard', u'Blizzard Entertainment']",8.0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
State of Decay,[u'Undead Labs'],2013-06-05,[u'Microsoft Game Studios'],8.0,7.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Street Fighter X Tekken,[u'Capcom'],2012-03-06,[u'Capcom'],85.0,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strider,[u'Double Helix Games'],2014-02-18,[u'Capcom'],8.0,7.4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strike Suit Zero,"[u'Born Ready Games', u'Doublesix']",2013-01-23,[u'Born Ready Games'],75.0,6.9,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strike Vector,[u'Strike Vector Team'],2014-01-28,[u'Ragequit Corporation'],7.0,6.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Styx: Master of Shadows,[u'Cyanide'],2014-10-07,[u'Focus Home Interactive'],5.0,7.2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunless Sea,[u'Failbetter Games'],2014-07-01,[u'Failbetter Games'],6.0,6.4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgeon Simulator 2013,"[u'Bossa Studios Ltd', u'Bossa Studios']",2013-04-19,"[u'Bossa Studios Ltd', u'Bossa Studios', u'Mastertronic']",8.0,5.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TERA,"[u'Bluehole Studio', u'En Masse Entertainment']",2012-05-01,"[u'E-Frontier', u'Hangame', u'Frogster Interactive', u'Atari', u'En Masse Entertainment']",75.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales From Space: Mutant Blobs Attack,[u'DrinkBox Studios'],2012-02-21,"[u'DrinkBox Studios', u'Midnight City']",75.0,8.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test Drive: Ferrari Racing Legends,"[u'Atari', u'Slightly Mad Studios']",2012-07-03,"[u'Evolved Games', u'Rombax Games']",55.0,6.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man,"[u'Beenox', u'Gameloft', u'Other Ocean Interactive', u'Mercenary Technology']",2012-06-26,"[u'Activision', u'Gameloft']",75.0,7.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man 2,[u'Beenox'],2014-04-17,"[u'Activision', u'Gameloft', u'Square Enix']",5.0,6.1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Binding of Isaac,"[u'Edmund McMillen', u'Florian Himsl']",2011-09-28,"[u'Edmund McMillen', u'Merge Games']",8.0,7.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Binding of Isaac: Rebirth,[u'Nicalis'],2014-11-04,[u'Nicalis'],8.0,8.4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bridge,"[u'Ty Taylor and Mario Castaneda', u'The Quantum Astrophysicists Guild']",2013-02-22,"[u'The Quantum Astrophysicists Guild', u'Midnight City']",75.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bureau: XCOM Declassified,[u'2K Marin'],2013-08-19,[u'2K Games'],6.0,6.5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Castle Doctrine,[u'Jason Rohrer'],2014-01-29,[u'Jason Rohrer'],4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat Lady,[u'Harvester Games'],2012-12-07,"[u'Harvester Games', u'Screen 7']",8.0,9.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cave,[u'Double Fine Productions'],2013-01-22,"[u'Double Fine Productions', u'Sega']",7.0,7.6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charnel House Trilogy,[u'Owl Cave'],2015-04-16,[u'Mastertronic'],5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Club,"[u'Sega Mobile', u'Bizarre Creations']",2008-02-19,"[u'Sega Mobile', u'Sega', u'Sega Europe']",7.0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
The Crew,"[u'Ivory Tower', u'Ubisoft Reflections']",2014-12-01,[u'Ubisoft'],5.0,6.2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dark Eye: Chains of Satinav,[u'Daedalic Entertainment'],2012-06-22,"[u'Daedalic Entertainment', u'Merge Games', u'Deep Silver']",75.0,7.2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkness II,[u'Digital Extremes'],2012-02-06,"[u'2K Games', u'Mastertronic']",7.0,7.7,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Elder Scrolls Online,[u'ZeniMax Media'],2014-04-04,[u'Bethesda Softworks'],6.0,7.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escapists,[u'Mouldy Toof Studios'],2014-07-09,"[u'Sold Out Software', u'Team 17']",8.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
